"sheep_ID","cow_ID","gene_name","gene_name2"
"ENSOARG00000022111","ENSBTAG00000030049","MIR190A","bta-mir-190a"
"ENSOARG00000022115","ENSBTAG00000043342","SNORD113-6","SNORD113-6"
"ENSOARG00000022116","ENSBTAG00000046858","U6","U6"
"ENSOARG00000022120","ENSBTAG00000044332","U6","U6"
"ENSOARG00000022121","ENSBTAG00000030046","MIR216B","bta-mir-216b"
"ENSOARG00000022123","ENSBTAG00000042676","Y_RNA","Y_RNA"
"ENSOARG00000022124","ENSBTAG00000045150","U6","U6"
"ENSOARG00000022129","ENSBTAG00000046577","U6","U6"
"ENSOARG00000022130","ENSBTAG00000042287","",""
"ENSOARG00000022133","ENSBTAG00000042394","SNORA10","SNORA10"
"ENSOARG00000022135","ENSBTAG00000045234","U6","U6"
"ENSOARG00000022136","ENSBTAG00000037179","U3","U3"
"ENSOARG00000022141","ENSBTAG00000036902","5S_rRNA","5S_rRNA"
"ENSOARG00000022143","ENSBTAG00000042319","",""
"ENSOARG00000022146","ENSBTAG00000048702","U6","U6"
"ENSOARG00000022148","ENSBTAG00000042498","",""
"ENSOARG00000022153","ENSBTAG00000042984","SNORA38","SNORA38"
"ENSOARG00000022154","ENSBTAG00000048111","5S_rRNA","5S_rRNA"
"ENSOARG00000022156","ENSBTAG00000029890","MIR199A1","bta-mir-3604-1"
"ENSOARG00000022157","ENSBTAG00000054822","",""
"ENSOARG00000022159","ENSBTAG00000042799","U6","U6"
"ENSOARG00000022160","ENSBTAG00000029833","MIR326","bta-mir-326"
"ENSOARG00000022161","ENSBTAG00000053709","",""
"ENSOARG00000022162","ENSBTAG00000045446","7SK","7SK"
"ENSOARG00000022166","ENSBTAG00000054568","U6","U6"
"ENSOARG00000022167","ENSBTAG00000028675","5S_rRNA","5S_rRNA"
"ENSOARG00000022169","ENSBTAG00000047006","Metazoa_SRP","Metazoa_SRP"
"ENSOARG00000022170","ENSBTAG00000042836","SNORA48","SNORA48"
"ENSOARG00000022172","ENSBTAG00000043742","",""
"ENSOARG00000022174","ENSBTAG00000043165","SNORA70","SNORA70"
"ENSOARG00000022175","ENSBTAG00000043243","SNORA31","SNORA31"
"ENSOARG00000022182","ENSBTAG00000049879","",""
"ENSOARG00000022184","ENSBTAG00000042950","SNORD45C","SNORD45C"
"ENSOARG00000022186","ENSBTAG00000029055","U1","U1"
"ENSOARG00000022187","ENSBTAG00000043819","U6","U6"
"ENSOARG00000022188","ENSBTAG00000042750","",""
"ENSOARG00000022189","ENSBTAG00000051971","",""
"ENSOARG00000022191","ENSBTAG00000045338","Vault","Vault"
"ENSOARG00000022193","ENSBTAG00000051552","",""
"ENSOARG00000022196","ENSBTAG00000054231","",""
"ENSOARG00000022197","ENSBTAG00000052546","",""
"ENSOARG00000022198","ENSBTAG00000045396","U6","U6"
"ENSOARG00000022201","ENSBTAG00000029915","MIR129-1","MIR129-1"
"ENSOARG00000022207","ENSBTAG00000029768","oar-mir-99a","bta-mir-99a"
"ENSOARG00000022210","ENSBTAG00000050374","SNORD22","SNORD22"
"ENSOARG00000022211","ENSBTAG00000042280","",""
"ENSOARG00000022213","ENSBTAG00000043644","5S_rRNA","5S_rRNA"
"ENSOARG00000022216","ENSBTAG00000043444","SNORD14","SNORD14"
"ENSOARG00000022218","ENSBTAG00000042546","",""
"ENSOARG00000022219","ENSBTAG00000043602","7SK","7SK"
"ENSOARG00000022220","ENSBTAG00000029990","MIR128-1","MIR128-1"
"ENSOARG00000022221","ENSBTAG00000043760","5S_rRNA","5S_rRNA"
"ENSOARG00000022222","ENSBTAG00000043764","Y_RNA","Y_RNA"
"ENSOARG00000022226","ENSBTAG00000036616","5S_rRNA","5S_rRNA"
"ENSOARG00000022227","ENSBTAG00000029856","MIR34B","MIR34B"
"ENSOARG00000022228","ENSBTAG00000042362","SNORA70","SNORA70"
"ENSOARG00000022229","ENSBTAG00000048201","U6","U6"
"ENSOARG00000022232","ENSBTAG00000043001","U6","U6"
"ENSOARG00000022235","ENSBTAG00000036635","5S_rRNA","5S_rRNA"
"ENSOARG00000022237","ENSBTAG00000037110","U12","U12"
"ENSOARG00000022239","ENSBTAG00000050909","SCARNA15","SCARNA15"
"ENSOARG00000022240","ENSBTAG00000029972","oar-mir-30b","bta-mir-30b"
"ENSOARG00000022242","ENSBTAG00000029961","oar-mir-409","MIR409"
"ENSOARG00000022248","ENSBTAG00000049513","",""
"ENSOARG00000022250","ENSBTAG00000043697","bta-mir-1388","bta-mir-1388"
"ENSOARG00000022252","ENSBTAG00000044487","",""
"ENSOARG00000022253","ENSBTAG00000044593","U6","U6"
"ENSOARG00000022256","ENSBTAG00000047140","Metazoa_SRP","Metazoa_SRP"
"ENSOARG00000022259","ENSBTAG00000029822","",""
"ENSOARG00000022260","ENSBTAG00000049721","",""
"ENSOARG00000022263","ENSBTAG00000043896","5S_rRNA","5S_rRNA"
"ENSOARG00000022264","ENSBTAG00000042813","",""
"ENSOARG00000022266","ENSBTAG00000043361","U6","U6"
"ENSOARG00000022267","ENSBTAG00000029980","MIR29B1","bta-mir-29b-1"
"ENSOARG00000022268","ENSBTAG00000042238","",""
"ENSOARG00000022271","ENSBTAG00000051216","U6","U6"
"ENSOARG00000022274","ENSBTAG00000049740","",""
"ENSOARG00000022279","ENSBTAG00000042387","",""
"ENSOARG00000022280","ENSBTAG00000036433","oar-mir-539","bta-mir-539"
"ENSOARG00000022281","ENSBTAG00000045221","U4","U4"
"ENSOARG00000022288","ENSBTAG00000042119","U6","U6"
"ENSOARG00000022291","ENSBTAG00000045811","U2","U2"
"ENSOARG00000022293","ENSBTAG00000052648","",""
"ENSOARG00000022294","ENSBTAG00000028373","U1","U1"
"ENSOARG00000022296","ENSBTAG00000045258","U6","U6"
"ENSOARG00000022301","ENSBTAG00000044320","SNORD28","SNORD28"
"ENSOARG00000022304","ENSBTAG00000042354","",""
"ENSOARG00000022305","ENSBTAG00000029827","MIR125B2","bta-mir-125b-2"
"ENSOARG00000022306","ENSBTAG00000048917","U6","U6"
"ENSOARG00000022308","ENSBTAG00000054923","U6","U6"
"ENSOARG00000022309","ENSBTAG00000042882","SNORD113-8","SNORD113-8"
"ENSOARG00000022310","ENSBTAG00000045541","",""
"ENSOARG00000022313","ENSBTAG00000052087","U6","U6"
"ENSOARG00000022314","ENSBTAG00000043348","U6","U6"
"ENSOARG00000022315","ENSBTAG00000042475","SNORA63","SNORA63"
"ENSOARG00000022316","ENSBTAG00000053614","",""
"ENSOARG00000022319","ENSBTAG00000044525","SNORA70","SNORA70"
"ENSOARG00000022320","ENSBTAG00000045284","",""
"ENSOARG00000022321","ENSBTAG00000043382","",""
"ENSOARG00000022322","ENSBTAG00000054735","U6","U6"
"ENSOARG00000022326","ENSBTAG00000042837","",""
"ENSOARG00000022328","ENSBTAG00000052257","U7","U7"
"ENSOARG00000022329","ENSBTAG00000043509","SNORD27","SNORD27"
"ENSOARG00000022330","ENSBTAG00000054872","MEG8","MEG8"
"ENSOARG00000022331","ENSBTAG00000043202","SNORD50B","SNORD50B"
"ENSOARG00000022333","ENSBTAG00000045444","U6","U6"
"ENSOARG00000022335","ENSBTAG00000030051","bta-mir-449c","bta-mir-449c"
"ENSOARG00000022336","ENSBTAG00000036361","oar-mir-152","bta-mir-152"
"ENSOARG00000022337","ENSBTAG00000043783","U6","U6"
"ENSOARG00000022338","ENSBTAG00000042087","SNORA62","SNORA62"
"ENSOARG00000022340","ENSBTAG00000044323","SNORA70","SNORA70"
"ENSOARG00000022342","ENSBTAG00000042548","U6","U6"
"ENSOARG00000022345","ENSBTAG00000042923","SNORA62","SNORA62"
"ENSOARG00000022346","ENSBTAG00000042493","SNORA70","SNORA70"
"ENSOARG00000022347","ENSBTAG00000029075","5S_rRNA","5S_rRNA"
"ENSOARG00000022348","ENSBTAG00000049517","",""
"ENSOARG00000022349","ENSBTAG00000051865","U6","U6"
"ENSOARG00000022350","ENSBTAG00000043297","SNORD20","SNORD20"
"ENSOARG00000022351","ENSBTAG00000042363","",""
"ENSOARG00000022353","ENSBTAG00000042963","SNORA8","SNORA8"
"ENSOARG00000022354","ENSBTAG00000043905","U4","U4"
"ENSOARG00000022355","ENSBTAG00000043454","U6","U6"
"ENSOARG00000022356","ENSBTAG00000036516","5S_rRNA","5S_rRNA"
"ENSOARG00000022358","ENSBTAG00000037265","oar-mir-665","MIR665"
"ENSOARG00000022360","ENSBTAG00000036929","U3","U3"
"ENSOARG00000022361","ENSBTAG00000043675","U6","U6"
"ENSOARG00000022363","ENSBTAG00000042291","U6","U6"
"ENSOARG00000022367","ENSBTAG00000050491","SNORD62","SNORD62"
"ENSOARG00000022368","ENSBTAG00000052432","5S_rRNA","5S_rRNA"
"ENSOARG00000022369","ENSBTAG00000042090","U6","U6"
"ENSOARG00000022372","ENSBTAG00000042456","SNORD43","SNORD43"
"ENSOARG00000022373","ENSBTAG00000046551","",""
"ENSOARG00000022374","ENSBTAG00000044430","SNORA70","SNORA70"
"ENSOARG00000022378","ENSBTAG00000054477","U6","U6"
"ENSOARG00000022382","ENSBTAG00000044752","U5","U5"
"ENSOARG00000022385","ENSBTAG00000043016","SNORD36","SNORD36"
"ENSOARG00000022390","ENSBTAG00000044741","SNORD97","SNORD97"
"ENSOARG00000022392","ENSBTAG00000044279","U6","U6"
"ENSOARG00000022393","ENSBTAG00000043680","7SK","7SK"
"ENSOARG00000022394","ENSBTAG00000045376","SNORD116","SNORD116"
"ENSOARG00000022396","ENSBTAG00000043432","",""
"ENSOARG00000022397","ENSBTAG00000053522","",""
"ENSOARG00000022399","ENSBTAG00000043696","",""
"ENSOARG00000022403","ENSBTAG00000043840","U6","U6"
"ENSOARG00000022405","ENSBTAG00000045018","7SK","7SK"
"ENSOARG00000022407","ENSBTAG00000028880","5S_rRNA","5S_rRNA"
"ENSOARG00000022408","ENSBTAG00000044457","U6","U6"
"ENSOARG00000022409","ENSBTAG00000042723","",""
"ENSOARG00000022410","ENSBTAG00000029776","MIR124-1","MIR124-1"
"ENSOARG00000022412","ENSBTAG00000043126","",""
"ENSOARG00000022414","ENSBTAG00000045105","",""
"ENSOARG00000022416","ENSBTAG00000028857","5S_rRNA","5S_rRNA"
"ENSOARG00000022417","ENSBTAG00000050793","",""
"ENSOARG00000022419","ENSBTAG00000049334","U6","U6"
"ENSOARG00000022420","ENSBTAG00000043317","",""
"ENSOARG00000022421","ENSBTAG00000042228","",""
"ENSOARG00000022422","ENSBTAG00000042417","SNORA53","SNORA53"
"ENSOARG00000022423","ENSBTAG00000044696","U6","U6"
"ENSOARG00000022425","ENSBTAG00000043724","7SK","7SK"
"ENSOARG00000022426","ENSBTAG00000055148","",""
"ENSOARG00000022427","ENSBTAG00000054864","",""
"ENSOARG00000022429","ENSBTAG00000042643","U6","U6"
"ENSOARG00000022430","ENSBTAG00000042492","",""
"ENSOARG00000022432","ENSBTAG00000042389","U6","U6"
"ENSOARG00000022436","ENSBTAG00000050154","U6","U6"
"ENSOARG00000022437","ENSBTAG00000029913","MIR425","bta-mir-425"
"ENSOARG00000022439","ENSBTAG00000043353","7SK","7SK"
"ENSOARG00000022443","ENSBTAG00000043632","U6","U6"
"ENSOARG00000022446","ENSBTAG00000044595","",""
"ENSOARG00000022447","ENSBTAG00000043592","U2","U2"
"ENSOARG00000022448","ENSBTAG00000029895","oar-mir-218a","MIR218-2"
"ENSOARG00000022452","ENSBTAG00000029791","oar-mir-382","MIR382"
"ENSOARG00000022454","ENSBTAG00000044854","U6","U6"
"ENSOARG00000022455","ENSBTAG00000051017","",""
"ENSOARG00000022456","ENSBTAG00000042569","",""
"ENSOARG00000022457","ENSBTAG00000042567","U6","U6"
"ENSOARG00000022458","ENSBTAG00000036394","MIR761","bta-mir-761"
"ENSOARG00000022459","ENSBTAG00000043609","5S_rRNA","5S_rRNA"
"ENSOARG00000022460","ENSBTAG00000028362","5S_rRNA","5S_rRNA"
"ENSOARG00000022461","ENSBTAG00000042366","",""
"ENSOARG00000022463","ENSBTAG00000050624","",""
"ENSOARG00000022466","ENSBTAG00000045185","7SK","7SK"
"ENSOARG00000022467","ENSBTAG00000052133","SNORA50A","SNORA50A"
"ENSOARG00000022470","ENSBTAG00000043209","7SK","7SK"
"ENSOARG00000022471","ENSBTAG00000055139","U6","U6"
"ENSOARG00000022473","ENSBTAG00000036381","",""
"ENSOARG00000022476","ENSBTAG00000030053","MIR194-1","bta-mir-194-1"
"ENSOARG00000022479","ENSBTAG00000029237","5S_rRNA","5S_rRNA"
"ENSOARG00000022480","ENSBTAG00000042942","U6","U6"
"ENSOARG00000022481","ENSBTAG00000039349","MIR1306","MIR1306"
"ENSOARG00000022483","ENSBTAG00000043723","7SK","7SK"
"ENSOARG00000022485","ENSBTAG00000028103","5S_rRNA","5S_rRNA"
"ENSOARG00000022487","ENSBTAG00000029988","MIR331","MIR331"
"ENSOARG00000022488","ENSBTAG00000030073","MIR342","bta-mir-342"
"ENSOARG00000022489","ENSBTAG00000029820","oar-mir-323a","bta-mir-323"
"ENSOARG00000022491","ENSBTAG00000043162","SNORA74","SNORA74"
"ENSOARG00000022493","ENSBTAG00000043927","5S_rRNA","5S_rRNA"
"ENSOARG00000022497","ENSBTAG00000042518","",""
"ENSOARG00000022499","ENSBTAG00000029938","MIR138-2","MIR138-2"
"ENSOARG00000022500","ENSBTAG00000052144","U6","U6"
"ENSOARG00000022501","ENSBTAG00000051162","Metazoa_SRP","Metazoa_SRP"
"ENSOARG00000022502","ENSBTAG00000044855","",""
"ENSOARG00000022503","ENSBTAG00000051771","U6","U6"
"ENSOARG00000022504","ENSBTAG00000043903","5S_rRNA","5S_rRNA"
"ENSOARG00000022507","ENSBTAG00000043928","",""
"ENSOARG00000022508","ENSBTAG00000038206","oar-mir-1185","bta-mir-1185"
"ENSOARG00000022509","ENSBTAG00000044890","5S_rRNA","5S_rRNA"
"ENSOARG00000022512","ENSBTAG00000040245","MIR1224","bta-mir-1224"
"ENSOARG00000022513","ENSBTAG00000042638","",""
"ENSOARG00000022515","ENSBTAG00000044896","",""
"ENSOARG00000022519","ENSBTAG00000036395","bta-mir-429","bta-mir-429"
"ENSOARG00000022521","ENSBTAG00000051307","",""
"ENSOARG00000022524","ENSBTAG00000053647","U6","U6"
"ENSOARG00000022525","ENSBTAG00000042160","U6","U6"
"ENSOARG00000022530","ENSBTAG00000029853","oar-let-7d","bta-let-7d"
"ENSOARG00000022532","ENSBTAG00000042191","",""
"ENSOARG00000022533","ENSBTAG00000043808","7SK","7SK"
"ENSOARG00000022534","ENSBTAG00000043417","",""
"ENSOARG00000022535","ENSBTAG00000029973","bta-mir-18b","bta-mir-18b"
"ENSOARG00000022538","ENSBTAG00000029918","MIR99B","MIR99B"
"ENSOARG00000022542","ENSBTAG00000042865","SNORD36","SNORD36"
"ENSOARG00000022543","ENSBTAG00000045443","U6","U6"
"ENSOARG00000022544","ENSBTAG00000042898","",""
"ENSOARG00000022546","ENSBTAG00000029811","MIR378A","MIR378A"
"ENSOARG00000022548","ENSBTAG00000042369","",""
"ENSOARG00000022552","ENSBTAG00000045426","SNORD116","SNORD116"
"ENSOARG00000022555","ENSBTAG00000053739","",""
"ENSOARG00000022556","ENSBTAG00000042731","U6","U6"
"ENSOARG00000022560","ENSBTAG00000048995","",""
"ENSOARG00000022562","ENSBTAG00000042323","U6","U6"
"ENSOARG00000022565","ENSBTAG00000044934","",""
"ENSOARG00000022569","ENSBTAG00000043685","7SK","7SK"
"ENSOARG00000022571","ENSBTAG00000043240","SNORD23","SNORD23"
"ENSOARG00000022572","ENSBTAG00000054606","",""
"ENSOARG00000022576","ENSBTAG00000042899","",""
"ENSOARG00000022578","ENSBTAG00000042416","7SK","7SK"
"ENSOARG00000022580","ENSBTAG00000029911","oar-mir-432","bta-mir-432"
"ENSOARG00000022581","ENSBTAG00000044952","U6","U6"
"ENSOARG00000022582","ENSBTAG00000052358","U6","U6"
"ENSOARG00000022584","ENSBTAG00000052452","U6","U6"
"ENSOARG00000022585","ENSBTAG00000044786","U6","U6"
"ENSOARG00000022586","ENSBTAG00000044298","U6","U6"
"ENSOARG00000022589","ENSBTAG00000043917","U6","U6"
"ENSOARG00000022590","ENSBTAG00000029794","oar-mir-369","MIR369"
"ENSOARG00000022591","ENSBTAG00000043228","U6","U6"
"ENSOARG00000022592","ENSBTAG00000036411","oar-mir-374a","bta-mir-374a"
"ENSOARG00000022593","ENSBTAG00000043781","5S_rRNA","5S_rRNA"
"ENSOARG00000022594","ENSBTAG00000036754","U12","U12"
"ENSOARG00000022596","ENSBTAG00000043137","U6","U6"
"ENSOARG00000022601","ENSBTAG00000043722","U6","U6"
"ENSOARG00000022606","ENSBTAG00000042767","U6","U6"
"ENSOARG00000022608","ENSBTAG00000044607","5S_rRNA","5S_rRNA"
"ENSOARG00000022609","ENSBTAG00000044990","",""
"ENSOARG00000022610","ENSBTAG00000031677","5S_rRNA","5S_rRNA"
"ENSOARG00000022611","ENSBTAG00000037153","5S_rRNA","5S_rRNA"
"ENSOARG00000022615","ENSBTAG00000028794","5S_rRNA","5S_rRNA"
"ENSOARG00000022617","ENSBTAG00000050784","SNORD30","SNORD30"
"ENSOARG00000022618","ENSBTAG00000042644","",""
"ENSOARG00000022620","ENSBTAG00000045216","",""
"ENSOARG00000022621","ENSBTAG00000052824","",""
"ENSOARG00000022622","ENSBTAG00000042461","SNORD1B","SNORD1B"
"ENSOARG00000022624","ENSBTAG00000044898","SNORA74","SNORA74"
"ENSOARG00000022626","ENSBTAG00000043450","U6","U6"
"ENSOARG00000022627","ENSBTAG00000044558","7SK","7SK"
"ENSOARG00000022629","ENSBTAG00000042702","",""
"ENSOARG00000022630","ENSBTAG00000043641","",""
"ENSOARG00000022631","ENSBTAG00000036476","5S_rRNA","5S_rRNA"
"ENSOARG00000022632","ENSBTAG00000043402","",""
"ENSOARG00000022633","ENSBTAG00000042630","",""
"ENSOARG00000022635","ENSBTAG00000042897","",""
"ENSOARG00000022636","ENSBTAG00000052643","U6","U6"
"ENSOARG00000022637","ENSBTAG00000045239","SNORA70","SNORA70"
"ENSOARG00000022638","ENSBTAG00000045391","7SK","7SK"
"ENSOARG00000022641","ENSBTAG00000044477","U6","U6"
"ENSOARG00000022645","ENSBTAG00000029927","oar-mir-10b","bta-mir-10b"
"ENSOARG00000022647","ENSBTAG00000028470","5S_rRNA","5S_rRNA"
"ENSOARG00000022648","ENSBTAG00000036628","5S_rRNA","5S_rRNA"
"ENSOARG00000022649","ENSBTAG00000042380","",""
"ENSOARG00000022650","ENSBTAG00000044756","5S_rRNA","5S_rRNA"
"ENSOARG00000022651","ENSBTAG00000053876","U6","U6"
"ENSOARG00000022652","ENSBTAG00000055166","",""
"ENSOARG00000022654","ENSBTAG00000036856","5S_rRNA","5S_rRNA"
"ENSOARG00000022655","ENSBTAG00000042982","U6","U6"
"ENSOARG00000022660","ENSBTAG00000029796","MIR187","bta-mir-187"
"ENSOARG00000022661","ENSBTAG00000043377","SNORD16","SNORD16"
"ENSOARG00000022662","ENSBTAG00000052246","",""
"ENSOARG00000022664","ENSBTAG00000045355","5S_rRNA","5S_rRNA"
"ENSOARG00000022667","ENSBTAG00000044311","",""
"ENSOARG00000022668","ENSBTAG00000036437","MIR33B","bta-mir-33b"
"ENSOARG00000022669","ENSBTAG00000043378","SNORD81","SNORD81"
"ENSOARG00000022670","ENSBTAG00000029974","MIR199B","bta-mir-199b"
"ENSOARG00000022671","ENSBTAG00000036993","U2","U2"
"ENSOARG00000022673","ENSBTAG00000048713","SNORD115","SNORD115"
"ENSOARG00000022674","ENSBTAG00000042515","U6","U6"
"ENSOARG00000022676","ENSBTAG00000044289","SNORA72","SNORA72"
"ENSOARG00000022690","ENSBTAG00000043412","SNORA71","SNORA71"
"ENSOARG00000022692","ENSBTAG00000043371","7SK","7SK"
"ENSOARG00000022693","ENSBTAG00000045117","bta-mir-2287","bta-mir-2287"
"ENSOARG00000022695","ENSBTAG00000049902","U6","U6"
"ENSOARG00000022697","ENSBTAG00000054029","U6","U6"
"ENSOARG00000022699","ENSBTAG00000043422","U6","U6"
"ENSOARG00000022700","ENSBTAG00000042803","",""
"ENSOARG00000022701","ENSBTAG00000043132","U6","U6"
"ENSOARG00000022704","ENSBTAG00000029909","MIR7-1","MIR7-1"
"ENSOARG00000022705","ENSBTAG00000043350","SNORD12","SNORD12"
"ENSOARG00000022706","ENSBTAG00000043719","",""
"ENSOARG00000022707","ENSBTAG00000053548","",""
"ENSOARG00000022709","ENSBTAG00000042526","SNORD28","SNORD28"
"ENSOARG00000022710","ENSBTAG00000045370","U1","U1"
"ENSOARG00000022712","ENSBTAG00000044963","U6","U6"
"ENSOARG00000022714","ENSBTAG00000044441","SCARNA1","SCARNA1"
"ENSOARG00000022715","ENSBTAG00000043195","U6","U6"
"ENSOARG00000022719","ENSBTAG00000029830","bta-mir-146a","bta-mir-146a"
"ENSOARG00000022720","ENSBTAG00000053698","",""
"ENSOARG00000022722","ENSBTAG00000029793","MIR103A2","MIR103A2"
"ENSOARG00000022723","ENSBTAG00000046078","",""
"ENSOARG00000022724","ENSBTAG00000052517","",""
"ENSOARG00000022725","ENSBTAG00000044773","U6","U6"
"ENSOARG00000022728","ENSBTAG00000029854","MIR205","bta-mir-205"
"ENSOARG00000022729","ENSBTAG00000028620","5S_rRNA","5S_rRNA"
"ENSOARG00000022730","ENSBTAG00000029774","oar-let-7f","bta-let-7f-2"
"ENSOARG00000022732","ENSBTAG00000044837","SCARNA21","SCARNA21"
"ENSOARG00000022733","ENSBTAG00000043252","U6","U6"
"ENSOARG00000022737","ENSBTAG00000045135","",""
"ENSOARG00000022739","ENSBTAG00000046896","Metazoa_SRP","Metazoa_SRP"
"ENSOARG00000022743","ENSBTAG00000042471","",""
"ENSOARG00000022744","ENSBTAG00000048139","Metazoa_SRP","Metazoa_SRP"
"ENSOARG00000022746","ENSBTAG00000029846","MIR27B","bta-mir-27b"
"ENSOARG00000022747","ENSBTAG00000043266","U6","U6"
"ENSOARG00000022748","ENSBTAG00000044671","U6","U6"
"ENSOARG00000022749","ENSBTAG00000043324","SNORA14B","SNORA14B"
"ENSOARG00000022750","ENSBTAG00000036404","MIR155","bta-mir-155"
"ENSOARG00000022751","ENSBTAG00000043605","U6","U6"
"ENSOARG00000022755","ENSBTAG00000054357","",""
"ENSOARG00000022756","ENSBTAG00000029829","oar-mir-136","bta-mir-136"
"ENSOARG00000022758","ENSBTAG00000048932","U6","U6"
"ENSOARG00000022759","ENSBTAG00000049551","Metazoa_SRP","Metazoa_SRP"
"ENSOARG00000022761","ENSBTAG00000042871","SNORA44","SNORA44"
"ENSOARG00000022762","ENSBTAG00000042164","U6","U6"
"ENSOARG00000022766","ENSBTAG00000054806","U6","U6"
"ENSOARG00000022770","ENSBTAG00000046381","U6","U6"
"ENSOARG00000022772","ENSBTAG00000036908","5S_rRNA","5S_rRNA"
"ENSOARG00000022773","ENSBTAG00000043100","U5","U5"
"ENSOARG00000022776","ENSBTAG00000042918","U6","U6"
"ENSOARG00000022778","ENSBTAG00000042680","SNORA54","SNORA54"
"ENSOARG00000022780","ENSBTAG00000036488","5S_rRNA","5S_rRNA"
"ENSOARG00000022782","ENSBTAG00000046224","U6","U6"
"ENSOARG00000022783","ENSBTAG00000044769","SNORD116","SNORD116"
"ENSOARG00000022787","ENSBTAG00000052217","5_8S_rRNA","5_8S_rRNA"
"ENSOARG00000022788","ENSBTAG00000043468","",""
"ENSOARG00000022790","ENSBTAG00000037026","5S_rRNA","5S_rRNA"
"ENSOARG00000022798","ENSBTAG00000045134","SNORA47","SNORA47"
"ENSOARG00000022801","ENSBTAG00000044364","5S_rRNA","5S_rRNA"
"ENSOARG00000022804","ENSBTAG00000043015","U6","U6"
"ENSOARG00000022810","ENSBTAG00000042654","",""
"ENSOARG00000022812","ENSBTAG00000052529","U6","U6"
"ENSOARG00000022813","ENSBTAG00000043399","",""
"ENSOARG00000022814","ENSBTAG00000036443","MIR301B","bta-mir-301b"
"ENSOARG00000022815","ENSBTAG00000029461","5S_rRNA","5S_rRNA"
"ENSOARG00000022816","ENSBTAG00000044506","",""
"ENSOARG00000022817","ENSBTAG00000045162","U6","U6"
"ENSOARG00000022821","ENSBTAG00000051906","U6","U6"
"ENSOARG00000022824","ENSBTAG00000043070","Y_RNA","Y_RNA"
"ENSOARG00000022826","ENSBTAG00000043474","",""
"ENSOARG00000022828","ENSBTAG00000042816","U6","U6"
"ENSOARG00000022830","ENSBTAG00000036744","5S_rRNA","5S_rRNA"
"ENSOARG00000022831","ENSBTAG00000045801","5_8S_rRNA","5_8S_rRNA"
"ENSOARG00000022834","ENSBTAG00000043122","",""
"ENSOARG00000022835","ENSBTAG00000052959","oar-mir-487a","MIR487A"
"ENSOARG00000022836","ENSBTAG00000043408","7SK","7SK"
"ENSOARG00000022837","ENSBTAG00000045716","U5","U5"
"ENSOARG00000022839","ENSBTAG00000043531","SNORD18","SNORD18"
"ENSOARG00000022840","ENSBTAG00000042458","RNase_MRP","RNase_MRP"
"ENSOARG00000022841","ENSBTAG00000030035","oar-mir-544","bta-mir-544a"
"ENSOARG00000022842","ENSBTAG00000051672","",""
"ENSOARG00000022843","ENSBTAG00000053075","U6","U6"
"ENSOARG00000022844","ENSBTAG00000049508","",""
"ENSOARG00000022845","ENSBTAG00000051727","U6","U6"
"ENSOARG00000022848","ENSBTAG00000042483","",""
"ENSOARG00000022849","ENSBTAG00000042956","U5","U5"
"ENSOARG00000022851","ENSBTAG00000043661","7SK","7SK"
"ENSOARG00000022852","ENSBTAG00000054426","U6","U6"
"ENSOARG00000022853","ENSBTAG00000037264","bta-mir-486","bta-mir-486"
"ENSOARG00000022854","ENSBTAG00000043677","5S_rRNA","5S_rRNA"
"ENSOARG00000022858","ENSBTAG00000029886","MIR214","bta-mir-214"
"ENSOARG00000022859","ENSBTAG00000043473","U6","U6"
"ENSOARG00000022860","ENSBTAG00000045100","",""
"ENSOARG00000022861","ENSBTAG00000042435","SNORA75","SNORA75"
"ENSOARG00000022862","ENSBTAG00000043139","",""
"ENSOARG00000022863","ENSBTAG00000029855","MIR101-1","bta-mir-101-1"
"ENSOARG00000022864","ENSBTAG00000052407","",""
"ENSOARG00000022868","ENSBTAG00000042096","",""
"ENSOARG00000022872","ENSBTAG00000043754","5S_rRNA","5S_rRNA"
"ENSOARG00000022874","ENSBTAG00000042181","SNORD70B","SNORD70B"
"ENSOARG00000022875","ENSBTAG00000044664","U7","U7"
"ENSOARG00000022876","ENSBTAG00000047738","",""
"ENSOARG00000022878","ENSBTAG00000043461","Y_RNA","Y_RNA"
"ENSOARG00000022879","ENSBTAG00000028556","U1","U1"
"ENSOARG00000022880","ENSBTAG00000029817","bta-mir-93","bta-mir-93"
"ENSOARG00000022881","ENSBTAG00000045300","",""
"ENSOARG00000022882","ENSBTAG00000043334","U6","U6"
"ENSOARG00000022884","ENSBTAG00000053381","U6","U6"
"ENSOARG00000022885","ENSBTAG00000044636","",""
"ENSOARG00000022887","ENSBTAG00000044659","SCARNA13","SCARNA13"
"ENSOARG00000022888","ENSBTAG00000046685","U6","U6"
"ENSOARG00000022890","ENSBTAG00000046437","bta-mir-210","bta-mir-210"
"ENSOARG00000022891","ENSBTAG00000045012","U6","U6"
"ENSOARG00000022892","ENSBTAG00000047641","",""
"ENSOARG00000022893","ENSBTAG00000030085","bta-mir-584-3","bta-mir-584-3"
"ENSOARG00000022894","ENSBTAG00000045962","U6","U6"
"ENSOARG00000022896","ENSBTAG00000029569","5S_rRNA","5S_rRNA"
"ENSOARG00000022897","ENSBTAG00000051747","",""
"ENSOARG00000022899","ENSBTAG00000050930","",""
"ENSOARG00000022900","ENSBTAG00000042612","SNORA62","SNORA62"
